term	daf_count	tractate_count	tractates	sample_dafs
Rabbi Yosi (Tannaitic Sage)	1	1	Bekhorot	Bekhorot 31
Rabbi Yosi (various)	1	1	Shabbat	Shabbat 35
Rabbi Yosi (Vessel Escrow Position)	1	1	Bava Metzia	Bava Metzia 38
Rabbi Yosi (Zmano Shel Shtar)	1	1	Gittin	Gittin 72
Rabbi Yosi - Always Save Three Meals	1	1	Shabbat	Shabbat 118
Rabbi Yosi - mutual damage principle in mustard and bees	1	1	Bava Batra	Bava Batra 25
Rabbi Yosi - No Gluing Required	1	1	Menachot	Menachot 34
Rabbi Yosi - position on stipulations	1	1	Ketubot	Ketubot 56b
Rabbi Yosi - weekly hair-cutting	1	1	Nazir	Nazir 5
Rabbi Yosi / Rabbi Yosi bar Chanina	1	1	Bava Kamma	Bava Kamma 39
Rabbi Yosi and Begmar Devarav Adam Nitpas	1	1	Nazir	Nazir 9
Rabbi Yosi and Rabbanan - validity of witnesses by type of case	1	1	Sanhedrin	Sanhedrin 9
Rabbi Yosi and Rabbi Shimon	1	1	Yevamot	Yevamot 59b
Rabbi Yosi and Rabbi Shimon (Two Weeks)	1	1	Niddah	Niddah 38
Rabbi Yosi and Rabbi Shimon - Exemption Position	1	1	Menachot	Menachot 67
Rabbi Yosi and stringent view	1	1	Temurah	Temurah 3
Rabbi Yosi B'Rabbi Yehuda (Key Amora in Debate)	1	1	Kiddushin	Kiddushin 19
Rabbi Yosi Bar Avin	1	1	Moed Katan	Moed Katan 20
Rabbi Yosi bar Chanina (explicit statement causes forfeiture)	1	1	Bava Batra	Bava Batra 133
Rabbi Yosi bar Rabbi Yehuda (Day Seven Nezirut Begins)	1	1	Keritot	Keritot 9
Rabbi Yosi bar Rabbi Yehuda (position on warnings for scholars)	1	1	Sanhedrin	Sanhedrin 8b
Rabbi Yosi bar Yehuda (clarification of positions)	1	1	Shabbat	Shabbat 19
Rabbi Yosi ben Hurkenos / Dosetai ben Hurkenos (Maneh and Pras)	1	1	Hullin	Hullin 137
Rabbi Yosi ben Kipar (Tanna)	1	1	Rosh Hashanah	Rosh Hashanah 13
Rabbi Yosi ben Kippur	1	1	Yevamot	Yevamot 10b
Rabbi Yosi ben Kisma	1	1	Sanhedrin	Sanhedrin 98
Rabbi Yosi ben Rabbi Chanina	1	1	Sanhedrin	Sanhedrin 49
Rabbi Yosi ben Rabbi Yehuda (One Out of Ten Suffices)	1	1	Bekhorot	Bekhorot 58
Rabbi Yosi ben Rabbi Yehuda (vs. Rabbi on age question)	1	1	Nazir	Nazir 29b
Rabbi Yosi ben Rabbi Yehuda — Platform Four by Four at Any Height Creates Reshus HaYachid	1	1	Eiruvin	Eiruvin 33
Rabbi Yosi ben Rabbi Yehudah	1	1	Shekalim	Shekalim 17
rabbi yosi berabi yehuda	1	1	Zevachim	Zevachim 33
Rabbi Yosi ha-Glili vs. Rabbi Akiva	1	1	Menachot	Menachot 36b
Rabbi Yosi HaGalili (holds chametz has value on Pesach)	1	1	Pesachim	Pesachim 32
Rabbi Yosi haGelili (fearfulness from sin)	1	1	Sotah	Sotah 43
Rabbi Yosi HaGelili's interpretation	1	1	Zevachim	Zevachim 37
Rabbi Yosi HaGlili (Tanna)	1	1	Rosh Hashanah	Rosh Hashanah 13
Rabbi Yosi HaGlili and three exceptions	1	1	Temurah	Temurah 3
Rabbi Yosi HaGlili's position	1	1	Bava Kamma	Bava Kamma 12
Rabbi Yosi in Tzipori	1	1	Sanhedrin	Sanhedrin 19
Rabbi Yosi m'chavero (Rabbi Yosi against his peer)	1	1	Eruvin	Eruvin 47
Rabbi Yosi on actor's intent vs. owner's intent	1	1	Hullin	Hullin 38
Rabbi Yosi on zava and miktzas hayom	1	1	Nazir	Nazir 15
Rabbi Yosi opinion on starting point	1	1	Megillah	Megillah 19
Rabbi Yosi vs. Chachamim (Private donations debate)	1	1	Shekalim	Shekalim 10
Rabbi Yosi vs. Rabbi Acha (cooking debate)	1	1	Shekalim	Shekalim 21
Rabbi Yosi vs. Rabbi Meir (Dispute on Delegation)	1	1	Gittin	Gittin 66b
Rabbi Yosi vs. Rabbi Meir: Future purification of mamzerim	1	1	Kiddushin	Kiddushin 72
Rabbi Yosi vs. Rabbi Natan (Fire as Distinct or Merely Prohibitive)	1	1	Sanhedrin	Sanhedrin 62
Rabbi Yosi vs. Rabbi Yehuda - Debt condition binding	1	1	Bava Metzia	Bava Metzia 117
Rabbi Yosi vs. Rabbi Yosi bar Rabbi Yehuda	1	1	Zevachim	Zevachim 58
Rabbi Yosi vs. Sages (Dung Ownership)	1	1	Bava Metzia	Bava Metzia 73
Rabbi Yosi vs. Tanna Kamma	1	1	Bava Batra	Bava Batra 4
Rabbi Yosi vs. Tanna Kamma - Plaster responsibility	1	1	Bava Metzia	Bava Metzia 117
Rabbi Yosi's account of the question and answer	1	1	Shevuot	Shevuot 6
Rabbi Yosi's compromise (splitting the difference)	1	1	Bava Batra	Bava Batra 145
Rabbi Yosi's Critique of Lenders	1	1	Bava Metzia	Bava Metzia 71
Rabbi Yosi's Defense	1	1	Sanhedrin	Sanhedrin 40
Rabbi Yosi's position on fires	1	1	Yoma	Yoma 45
Rabbi Yosi's Position on Temurah	1	1	Hullin	Hullin 70
Rabbi Yosi's position on timing	1	1	Nazir	Nazir 29
Rabbi Yosi's Position: Three Chakiros Only	1	1	Sanhedrin	Sanhedrin 40
Rabbi Yosi's stringency (always needs expert)	1	1	Bekhorot	Bekhorot 36b
Rabbi Yosi's three-tefachim requirement for planks	1	1	Eruvin	Eruvin 10
Rabbi Yosi/Rebbi Yossi	1	1	Bava Metzia	Bava Metzia 7
Rabbi Yosi: Bein Hashmashot	1	1	Berakhot	Berakhot 2
Rabbi Yosi: boat exclusion from tumah	1	1	Shabbat	Shabbat 84
Rabbi Yossi (boiling water/hot oil method)	1	1	Avodah Zarah	Avodah Zarah 75
Rabbi Yossi (bread and wine debate)	1	1	Pesachim	Pesachim 76
Rabbi Yossi (Gadol Ha'oneh Amen)	1	1	Berakhot	Berakhot 53b
Rabbi Yossi (holds issur can overlay issur when issur mosif)	1	1	Yevamot	Yevamot 32b
Rabbi Yossi (Lenient Position)	1	1	Avodah Zarah	Avodah Zarah 21
Rabbi Yossi (Opinion on Ashes Requirement)	1	1	Yoma	Yoma 68
Rabbi Yossi (Rabbi Yose)	1	1	Bava Batra	Bava Batra 18
Rabbi Yossi (Stricter Opinion)	1	1	Shabbat	Shabbat 54
Rabbi Yossi (tanna)	1	1	Yevamot	Yevamot 66b
Rabbi Yossi (רבי יוסי)	1	1	Yevamot	Yevamot 103
Rabbi Yossi - Koy as Own Species (Tannaitic View)	1	1	Hullin	Hullin 80
Rabbi Yossi - Zmano Shel Shtar Mochiach Alav	1	1	Gittin	Gittin 77
Rabbi Yossi / Rabbi Yosi	1	1	Nedarim	Nedarim 83
Rabbi Yossi and Rabbi Shimon (Two-Week Rooting Requirement)	1	1	Rosh Hashanah	Rosh Hashanah 10
Rabbi Yossi b'Rabbi Yehuda	1	1	Yevamot	Yevamot 23
Rabbi Yossi b'Rabbi Yehuda (רבי יוסי ברבי יהודה)	1	1	Avodah Zarah	Avodah Zarah 48
Rabbi Yossi bar Asyan (riddler)	1	1	Eruvin	Eruvin 53
Rabbi Yossi bar Chanina; Rabbi Yossi berabi Chanina	1	1	Bava Batra	Bava Batra 139
Rabbi Yossi bar Rabbi Chanina	1	1	Sanhedrin	Sanhedrin 15
Rabbi Yossi bar Rabbi Chanina vs. Rabbi Yehoshua ben Levi	1	1	Shekalim	Shekalim 12
Rabbi Yossi bar Rabbi Yehuda - Purity Requirements	1	1	Menachot	Menachot 87
Rabbi Yossi ben HaMeshullam	1	1	Hullin	Hullin 46
Rabbi Yossi ben Hamishulam	1	1	Bekhorot	Bekhorot 24
Rabbi Yossi ben Kipar (30 days into age 18/20 suffices)	1	1	Niddah	Niddah 48
Rabbi Yossi ben Kisma	1	1	Avodah Zarah	Avodah Zarah 18
Rabbi Yossi ben Meshullam	1	1	Bekhorot	Bekhorot 23
Rabbi Yossi ben Rabbi Chanina	1	1	Bava Batra	Bava Batra 132
Rabbi Yossi ben Rabbi Yehuda: Tumtum Might Be Female or Only Possibly Sterile	1	1	Bekhorot	Bekhorot 42
Rabbi Yossi ha-Gelili	1	1	Pesachim	Pesachim 83
Rabbi Yossi Ha-Gelili (Overloaded Animals)	1	1	Bava Metzia	Bava Metzia 32
Rabbi Yossi HaGalili (Yossi Haglili)	1	1	Bava Kamma	Bava Kamma 13
Rabbi Yossi HaGalili: Tam Animal Pays Chatzi Kofer	1	1	Bava Kamma	Bava Kamma 48
Rabbi Yossi HaGelili	1	1	Hullin	Hullin 113
Rabbi Yossi HaGlili vs. Rabbi Akiva (non-Jewish sacrifices)	1	1	Menachot	Menachot 73
Rabbi Yossi HaGlili's Opinion on Non-Jewish Korban Nezirut	1	1	Nazir	Nazir 61
Rabbi Yossi on urine duration	1	1	Berakhot	Berakhot 24b
Rabbi Yossi Position	1	1	Gittin	Gittin 74
Rabbi Yossi vs Rabbanan (Dispute)	1	1	Sukkah	Sukkah 13
Rabbi Yossi vs. Rabbi Meir (machloket on both parties suspect)	1	1	Shevuot	Shevuot 47
Rabbi Yossi vs. Rabbi Yehuda	1	1	Yevamot	Yevamot 42
Rabbi Yossi vs. Rabbi Yehudah on silence	1	1	Kiddushin	Kiddushin 6
Rabbi Yossi's consistency principle	1	1	Yevamot	Yevamot 96
Rabbi Yossi's permissive position	1	1	Ketubot	Ketubot 56
Rabbi Yossi's Position on Dated Documents	1	1	Ketubot	Ketubot 3
Rabbi Zakkai's Teaching on Multiple Avodot	1	1	Sanhedrin	Sanhedrin 62
Rabbi Zechariah ben Avkulos	1	1	Gittin	Gittin 56
Rabbi Zechariah ben HaKatzav	1	1	Bava Batra	Bava Batra 115
Rabbi Zechariah ben HaKatzav (Equal Division Position)	1	1	Bava Batra	Bava Batra 111
Rabbi Zeira (3rd amora, Palestine/Babylon)	1	1	Bava Metzia	Bava Metzia 34
Rabbi Zeira (Amora explaining how lo ta'asun becomes aseh only)	1	1	Zevachim	Zevachim 114
Rabbi Zeira (amora)	1	1	Nedarim	Nedarim 39
Rabbi Zeira (Amora)	1	1	Rosh Hashanah	Rosh Hashanah 13
Rabbi Zeira (Amoraic Sage)	1	1	Shevuot	Shevuot 8
Rabbi Zeira (Amoraim resolving rodent blood dispute)	1	1	Keritot	Keritot 21
Rabbi Zeira (Babylonian Amora)	1	1	Shabbat	Shabbat 138
Rabbi Zeira (challenges and counter-explains)	1	1	Hullin	Hullin 129
Rabbi Zeira (discusses mavoi restrictions)	1	1	Eruvin	Eruvin 91
Rabbi Zeira (Hybrid Niddah-Zavah Status)	1	1	Niddah	Niddah 67
Rabbi Zeira (Large Bread Portions)	1	1	Shabbat	Shabbat 116
Rabbi Zeira (Olive-Pressing Example)	1	1	Hullin	Hullin 36
Rabbi Zeira (On Kavuah Principle)	1	1	Ketubot	Ketubot 15
Rabbi Zeira (originator of benot Yisrael practice)	1	1	Niddah	Niddah 66
Rabbi Zeira (potential mixing principle)	1	1	Menachot	Menachot 103
Rabbi Zeira (Rav Zeira)	1	1	Bava Kamma	Bava Kamma 60
Rabbi Zeira (reconciliation via explicit intent)	1	1	Menachot	Menachot 78
Rabbi Zeira (Unresolved: Does Removal Revert Sanctification?)	1	1	Zevachim	Zevachim 119
Rabbi Zeira (visceral power of ashes)	1	1	Taanit	Taanit 16
Rabbi Zeira (Yom Tov Exception)	1	1	Beitzah	Beitzah 31
Rabbi Zeira vs. Blemish Requirement	1	1	Zevachim	Zevachim 26
Rabbi Zeira vs. Rabbi Ila	1	1	Bava Batra	Bava Batra 59
Rabbi Zeira's Critique of Babylonians	1	1	Nedarim	Nedarim 49
Rabbi Zeira's dirt requirement	1	1	Hullin	Hullin 84
Rabbi Zeira's Distinction: Geshem (Singular) vs. Geshamim (Plural)	1	1	Nedarim	Nedarim 61
Rabbi Zeira's example with thugs	1	1	Sanhedrin	Sanhedrin 37
Rabbi Zeira's Exception – Kometz and Shirayim	1	1	Menachot	Menachot 23
Rabbi Zeira's objection	1	1	Zevachim	Zevachim 58
Rabbi Zeira's Principle (Fitness for Act)	1	1	Nedarim	Nedarim 72
Rabbi Zeira's principle (potential existence vs. required action)	1	1	Yevamot	Yevamot 104
Rabbi Zeira's public teaching in Mechuza	1	1	Kiddushin	Kiddushin 72
Rabbi Zeira's refinement of Mamzer longevity	1	1	Yevamot	Yevamot 78
Rabbi Zeira's teachings and debates	1	1	Moed Katan	Moed Katan 4
Rabbi Zeira's tradition	1	1	Shabbat	Shabbat 21
Rabbi Zeiri	1	1	Shabbat	Shabbat 140
Rabbi Zera	1	1	Menachot	Menachot 41
Rabbi Zutra	1	1	Berakhot	Berakhot 13
Rabbi's (Rebbe's) position on sukkah size	1	1	Sukkah	Sukkah 3
Rabbi's Modesty vs. Honor Due to Elder	1	1	Sanhedrin	Sanhedrin 36
Rabbi's nine lacking months correction case	1	1	Arakhin	Arakhin 9
Rabbi's opinion on table orientation	1	1	Menachot	Menachot 98
Rabbi's position (Rebbi/Rabbi Yehuda HaNasi)	1	1	Yevamot	Yevamot 9
Rabbi's Position (Same as Tanna Kamma)	1	1	Gittin	Gittin 63
Rabbi's Position on Merit and Deterioration	1	1	Sotah	Sotah 6
Rabbi's position on wife's status	1	1	Kiddushin	Kiddushin 64
Rabbi's position vs. Rabbanan	1	1	Bava Batra	Bava Batra 124
Rabbi's principle on rabbinic prohibitions at twilight	1	1	Eruvin	Eruvin 32
Rabbi's private door to beis medrash (no mezuzah required)	1	1	Menachot	Menachot 33
Rabbi's rejection of Rabbi Natan's view	1	1	Ketubot	Ketubot 93
Rabbi's Selectivity Among Tannaitic Views	1	1	Rosh Hashanah	Rosh Hashanah 7
Rabbi's Stringent Ruling (Circumstantial Evidence)	1	1	Yevamot	Yevamot 24
Rabbi: both chataot, one brought one dies	1	1	Pesachim	Pesachim 97
Rabbim (Multiple People)	1	1	Eruvin	Eruvin 75
Rabbim (Plural) Negating Mechitza	1	1	Eruvin	Eruvin 22
Rabbim (public/many)	1	1	Eruvin	Eruvin 59
Rabbim negating mechiztah (major thoroughfare effect)	1	1	Eruvin	Eruvin 19
Rabbinic Authority and Power	1	1	Chagigah	Chagigah 10
Rabbinic authority to reinterpret Scripture	1	1	Makkot	Makkot 22
Rabbinic authority: Lo Tasur and Sha'al Avicha	1	1	Sukkah	Sukkah 46
rabbinic character requirement	1	1	Moed Katan	Moed Katan 16b
rabbinic concern (rabanan)	1	1	Sukkah	Sukkah 43
Rabbinic Enactment (Takana)	1	1	Gittin	Gittin 50
Rabbinic Exemption: One Cannot Be Held Responsible During Suffering	1	1	Bava Batra	Bava Batra 16
rabbinic gezeira (decree)	1	1	Avodah Zarah	Avodah Zarah 36
Rabbinic Lashes (Makas Mardus)	1	1	Ketubot	Ketubot 46
Rabbinic Mitzvot (Mitzvot D'Rabbanan)	1	1	Shabbat	Shabbat 23
Rabbinic Polemic Against Sectarian Groups	1	1	Sanhedrin	Sanhedrin 40
Rabbinic power and flexibility vs. rigidity	1	1	Gittin	Gittin 56
Rabbinic Safeguards	1	1	Menachot	Menachot 40
Rabbinic sela = half zuz	1	1	Bekhorot	Bekhorot 50
Rabbinic Stricture (Derabbanan)	1	1	Hullin	Hullin 72
Rabbinic Takana (enactment)	1	1	Moed Katan	Moed Katan 3
Rabbinic Titles and Phrases	1	1	Sanhedrin	Sanhedrin 17
Rabbinic vs. Biblical	1	1	Bava Batra	Bava Batra 65
Rabbinic vs. Biblical (Derabbanan vs. De'oraisa)	1	1	Yevamot	Yevamot 81
Rabbinic vs. Biblical Prohibition	1	1	Hullin	Hullin 92
Rabbinic vs. Biblical Tumah	1	1	Niddah	Niddah 59
Rabbinic vs. Biblically Mandated (Derabanan vs. De'Oraita)	1	1	Eruvin	Eruvin 86
Rabbinical Reasoning and Authority	1	1	Niddah	Niddah 24
Rabbis (Chachamim)	1	1	Menachot	Menachot 13
Rabbis (generic)	1	1	Hullin	Hullin 78
Rabbis (Rabbanan)	1	1	Bekhorot	Bekhorot 24
Rabbis (Sages)	1	1	Bekhorot	Bekhorot 52
Rabbis and sages consulted	1	1	Megillah	Megillah 12
Rabbis vs. Rabbi Yehuda (50-year vs. 49-year cycles)	1	1	Arakhin	Arakhin 33
Rabbis' lenient position on stains	1	1	Niddah	Niddah 15
Rabbis' Position on Merit Suspending Effect Entirely	1	1	Sotah	Sotah 6
Rabbis' position: log and nesachim excluded when brought separately	1	1	Zevachim	Zevachim 44
Rabbis: דבר הגורם לממון לאו כממון דמי	1	1	Bava Kamma	Bava Kamma 98
Rabboteinu chazru v'nimnu (rabbis reconvened and voted)	1	1	Niddah	Niddah 65
Rabi Bana'ah (Amora)	1	1	Bava Batra	Bava Batra 57
Rabi Eliezer's Exception	1	1	Menachot	Menachot 101
Rabi Ila: Torah Explicitly Includes Exceptions	1	1	Ketubot	Ketubot 32
Rabi Meir: Two Separate Punishments for Edim Zomemin	1	1	Ketubot	Ketubot 32
Rabi Oshaya's Position	1	1	Menachot	Menachot 101
Rabi Yaakov bar Idi	1	1	Gittin	Gittin 40
Rabi Yehuda Mi-Diskarta on New Adultery During Process	1	1	Sotah	Sotah 6
Rabi Yishmael	1	1	Bava Batra	Bava Batra 175
Rabi Yishmael vs. Rabi Akiva on Derivations	1	1	Sanhedrin	Sanhedrin 54
Rabid Dog	1	1	Yoma	Yoma 84
Rabid dog bite remedy debate	1	1	Yoma	Yoma 83
Rabidi bar Avin	1	1	Bava Metzia	Bava Metzia 36
Rabin	1	1	Pesachim	Pesachim 71
Rabin bar Shmuel's reading	1	1	Bava Batra	Bava Batra 44
Rabina	1	1	Avodah Zarah	Avodah Zarah 16
Rabina (Amora Interpreting Verses)	1	1	Kiddushin	Kiddushin 4
Rabina (Transfer of Kedusha)	1	1	Yoma	Yoma 63
Rabo Muvhak (primary/main teacher)	1	1	Bava Metzia	Bava Metzia 33
Racchuv (Riding)	1	1	Bava Metzia	Bava Metzia 8
Race and genetics (intermarriage to prevent extremes)	1	1	Bekhorot	Bekhorot 45b
Rachamei (bakasha element)	1	1	Pesachim	Pesachim 118
rachamim (compassion)	1	1	Hullin	Hullin 141
Rachamim (compassion, personal prayer aspect)	1	1	Berakhot	Berakhot 25b
Rachamim (Compassion/Prayer from Within)	1	1	Berakhot	Berakhot 20
Rachamim (mercy)	1	1	Nedarim	Nedarim 3
Rachamim/Rachamei	1	1	Sotah	Sotah 33
rachat (pitchfork)	1	1	Bava Metzia	Bava Metzia 105
Rachav	1	1	Sotah	Sotah 33
Rachav (Rahab the prostitute)	1	1	Zevachim	Zevachim 116
rachavah (backyard)	1	1	Eruvin	Eruvin 7
Rachel (First Wife in Hypothetical)	1	1	Ketubot	Ketubot 91
Rachel (Rabbi Akiva's wife)	1	1	Nedarim	Nedarim 3
Rachel (Shomeret Yavam Example)	1	1	Yevamot	Yevamot 38
Rachel and Leah (two sisters)	1	1	Yevamot	Yevamot 30
Rachis (Boundary/Property Line)	1	1	Bava Batra	Bava Batra 41
Rachmanus (Compassion)	1	1	Shabbat	Shabbat 4
Rachmanut (divine compassion)	1	1	Bava Batra	Bava Batra 121
Rachminut/Mamzerim (illegitimate offspring)	1	1	Ketubot	Ketubot 74
Rachok / Proximity / Chutz Limkomoh	1	1	Bava Batra	Bava Batra 49
Rachum (Compassion Bird/Beginning of Rain)	1	1	Hullin	Hullin 63
Racing up the ramp (רצין ועולין בכבש)	1	1	Tamid	Tamid 28
Radically Different vs. Small Mistakes	1	1	Nazir	Nazir 9
Radish (צנון)	1	1	Eruvin	Eruvin 56
Radvaz	1	1	Shabbat	Shabbat 61
Raf vs. Shmuel Debate	1	1	Eruvin	Eruvin 80
Rafram	1	1	Keritot	Keritot 14
Rafram (Amora)	1	1	Ketubot	Ketubot 86
Rafram (Amora, Rav Acha's counterpart)	1	1	Yevamot	Yevamot 37
Rafram of Pumbedita (illustrative story)	1	1	Bekhorot	Bekhorot 36b
Ragesh (Commotion in the Temple)	1	1	Yoma	Yoma 25
Raglayim L'Davar	1	1	Nazir	Nazir 66
raglayim l'davar	1	1	Sotah	Sotah 2
Raglayim L'Davar (Concrete Basis for Suspicion)	1	1	Niddah	Niddah 3
Raglayim Ladavar (Circumstantial Evidence/Pre-existing Basis)	1	1	Nazir	Nazir 65
Raglayim LaDavar (Objective Grounds/Circumstantial Evidence)	1	1	Sotah	Sotah 25
Raglayim Ladavar (presumptive evidence)	1	1	Sotah	Sotah 28
Rags and Patches	1	1	Bava Batra	Bava Batra 20
Ragul (Leg Bent Up)	1	1	Shabbat	Shabbat 54
Rahav (Angel of the Sea)	1	1	Bava Batra	Bava Batra 75
Rain (Geshamim) - Greatness and Meaning	1	1	Taanit	Taanit 7
Rain (Matar)	1	1	Sanhedrin	Sanhedrin 113
Rain as divine intervention	1	1	Hullin	Hullin 60
Rain cessation (time-specific limit)	1	1	Taanit	Taanit 14
Rain impermeability (siman kelalah bachag)	1	1	Sukkah	Sukkah 2
Rain on Shabbat/Yom Tov and water sources	1	1	Eruvin	Eruvin 46
Rain vs Manna Comparison	1	1	Yoma	Yoma 76
Rain-fed field (sde habaal with seasonal cycles)	1	1	Bava Batra	Bava Batra 36
Raincoat/protective clothing	1	1	Shabbat	Shabbat 12
Rains and blessing/curse	1	1	Taanit	Taanit 20
Rainwater and natural water (Mei geshamim)	1	1	Bekhorot	Bekhorot 55
Rainwater Concern	1	1	Shabbat	Shabbat 65
Rainwater in Rivers	1	1	Niddah	Niddah 67
rainwater susceptibility and intentionality	1	1	Bava Batra	Bava Batra 66
Rainwater versus spring water status	1	1	Nedarim	Nedarim 40
Raising an orphan as equivalent to bearing	1	1	Sanhedrin	Sanhedrin 19b
Raising Floor vs Lowering Beam	1	1	Eruvin	Eruvin 5
Raising the floor (Meitat)	1	1	Sukkah	Sukkah 4
Raisins and Grape Processing	1	1	Avodah Zarah	Avodah Zarah 34
Rakat/Rakas	1	1	Megillah	Megillah 5b
Rakbash: Shepherds, Fruit-Watchers, Guards	1	1	Sukkah	Sukkah 8
Rakia (firmament separating waters)	1	1	Taanit	Taanit 9
Rakia (firmament) model	1	1	Shabbat	Shabbat 35
Rakia (heavenly dome in Talmudic cosmology)	1	1	Menachot	Menachot 20
Rakia and cosmology	1	1	Pesachim	Pesachim 95
Rakia Kehah Kabarzel (Heavens Like Dull Iron)	1	1	Taanit	Taanit 8
Rakik (wafer) in window	1	1	Bava Batra	Bava Batra 19
Ralbag	1	1	Bava Kamma	Bava Kamma 57
Ram Fat Tail Wagon	1	1	Shabbat	Shabbat 54
Ram V'Nisa Hashem humility teaching	1	1	Megillah	Megillah 30
Rama (Ashkenazi gloss)	1	1	Sukkah	Sukkah 36
Rama (Rabbi Moses Isserles)	1	1	Bava Batra	Bava Batra 116
Rama on Modern Inability to Compel Divorce	1	1	Yevamot	Yevamot 64
Rama's Allowance for Individual Limbs	1	1	Shabbat	Shabbat 40
Rama'ut (Deceptive Conduct)	1	1	Kiddushin	Kiddushin 59
Rama: no forced divorce practice in current times	1	1	Ketubot	Ketubot 77
ramaim (deception/cheaters)	1	1	Bava Batra	Bava Batra 89
Ramba (Context-Dependent L'Hashem)	1	1	Yoma	Yoma 63
Rambach (Maimonides Commentary on Mishnah)	1	1	Sanhedrin	Sanhedrin 40
rambam	1	1	Sukkah	Sukkah 38
Rambam (Commentary Authority)	1	1	Bava Batra	Bava Batra 53
Rambam (continuity model of Onein and Aveilus)	1	1	Moed Katan	Moed Katan 23
Rambam (Maimonides - Rishonim Authority)	1	1	Bava Batra	Bava Batra 111
Rambam (Maimonides — lenient on peg-throwing into fire)	1	1	Avodah Zarah	Avodah Zarah 38
Rambam (Maimonides' broader application of Cherev Ke'Chalal)	1	1	Nazir	Nazir 54b
rambam (Maimonides)	1	1	Nedarim	Nedarim 39
Rambam (Maimonides) - Hilchot Avodah Zarah	1	1	Sanhedrin	Sanhedrin 21
Rambam (Maimonides) - objective definition of get-transfer	1	1	Gittin	Gittin 78
Rambam (Maimonides) - stringent view on eruvin gates	1	1	Eruvin	Eruvin 77
Rambam (Maimonides) rulings	1	1	Avodah Zarah	Avodah Zarah 65
Rambam (Maimonides) Sefer HaMitzvot and 613 count methodology	1	1	Makkot	Makkot 24
Rambam (Maimonides; Kedusha Philosophies)	1	1	Shevuot	Shevuot 16
Rambam (Maimonides; rules woman can demand divorce via ma'is alai)	1	1	Ketubot	Ketubot 63
Rambam (Maimonides; systematic legal code)	1	1	Sukkah	Sukkah 42
Rambam (Mishneh Torah perspective on mitzvot)	1	1	Bava Batra	Bava Batra 108
Rambam (Moses Maimonides)	1	1	Chagigah	Chagigah 15
Rambam (on health issues)	1	1	Pesachim	Pesachim 76
Rambam (on transgression and lashes)	1	1	Nedarim	Nedarim 57
Rambam (Rambam's interpretation)	1	1	Berakhot	Berakhot 11b
Rambam (rationalist critique of dead intercession)	1	1	Taanit	Taanit 16
Rambam (Rishon categorizing gezul with blemishes)	1	1	Sukkah	Sukkah 30
Rambam (Tradition vs. Reasoning)	1	1	Bekhorot	Bekhorot 58
Rambam - Halchic Ruling and Practice	1	1	Pesachim	Pesachim 84
Rambam - Unified Position on False Oaths	1	1	Shevuot	Shevuot 21
Rambam / Ramban	1	1	Hullin	Hullin 134
Rambam and Iggeret Teiman	1	1	Megillah	Megillah 12
Rambam and Rashba on list protection	1	1	Hullin	Hullin 54
Rambam and Shulchan Aruch rulings	1	1	Hullin	Hullin 75
Rambam and the Distinction Between Legislative and Interpretive Authority	1	1	Rosh Hashanah	Rosh Hashanah 25
Rambam Guide to Perplexed: Beis HaMikdash and tamah/taharah cycles	1	1	Niddah	Niddah 32
Rambam on aggada interpretation	1	1	Bava Batra	Bava Batra 73
Rambam on Amen and Bracha	1	1	Berakhot	Berakhot 53b
Rambam on blemishes pre-marital vs. post-marital	1	1	Ketubot	Ketubot 77
Rambam on changing names and places	1	1	Rosh Hashanah	Rosh Hashanah 17
Rambam on chicken cooking	1	1	Hullin	Hullin 113
Rambam on gneivat da'at (character trait focus)	1	1	Hullin	Hullin 94
Rambam on halakhic rounding	1	1	Eruvin	Eruvin 14
Rambam on Hilchos Nezirut	1	1	Nazir	Nazir 16
Rambam on Kohanim and Leviim organization	1	1	Tamid	Tamid 27
Rambam on Mashiach	1	1	Berakhot	Berakhot 34
Rambam on Medical Remedies	1	1	Gittin	Gittin 70
Rambam on Mitzvot Purpose	1	1	Sotah	Sotah 44
Rambam on nishbera mafreket	1	1	Hullin	Hullin 20
Rambam on non-Jewish marriage and divorce	1	1	Sanhedrin	Sanhedrin 59
Rambam on Scientific Knowledge and Halacha	1	1	Bekhorot	Bekhorot 9
Rambam on Shvuat Sheker and Obligation	1	1	Nedarim	Nedarim 26
Rambam on Tefillin Order	1	1	Menachot	Menachot 36
Rambam on Torah-mandated specifications	1	1	Menachot	Menachot 42
Rambam on transmission	1	1	Temurah	Temurah 16
Rambam on Two Stages of Marriage	1	1	Ketubot	Ketubot 8
Rambam on Violation and Obligation	1	1	Nedarim	Nedarim 15
Rambam on Woman's Claim of Inability to Cohabitate	1	1	Nedarim	Nedarim 91
Rambam position on Halacha l'Moshe miSinai	1	1	Eruvin	Eruvin 9
Rambam rejecting urine	1	1	Zevachim	Zevachim 95
Rambam Ruling and Reasoning	1	1	Yoma	Yoma 24
Rambam She'ila u'Pikadon	1	1	Bava Metzia	Bava Metzia 97
Rambam vs. Gemara Approach	1	1	Kiddushin	Kiddushin 35
Rambam vs. Ra'avad	1	1	Temurah	Temurah 29
Rambam vs. Ramban	1	1	Shabbat	Shabbat 23
Rambam vs. Ramban debate on shemittah	1	1	Avodah Zarah	Avodah Zarah 62
